bbox,track_id,object_name,time_date,bbox_image_path,confidence,score,tag
"[555, 330, 590, 362]",6.0,car,2025-05-06__20_31_53_276586,./bbox_images\6.0_2025-05-06__20_31_53_276586.jpg,0.4769836366176605,0.7968432631333248,0.0
"[412, 293, 486, 355]",7.0,bus,2025-05-06__20_31_53_277674,./bbox_images\7.0_2025-05-06__20_31_53_277674.jpg,0.4362859725952148,1.358257729151611,0.0
"[207, 399, 316, 491]",8.0,truck,2025-05-06__20_31_53_279454,./bbox_images\8.0_2025-05-06__20_31_53_279454.jpg,0.5083185434341431,0.957457063805395,0.0
"[676, 297, 701, 318]",11.0,car,2025-05-06__20_31_53_281448,./bbox_images\11.0_2025-05-06__20_31_53_281448.jpg,0.5018808245658875,1.4072016760096782,1.0
"[315, 455, 412, 524]",1.0,car,2025-05-06__20_31_53_681421,./bbox_images\1.0_2025-05-06__20_31_53_681421.jpg,0.8297907114028931,0.8175967273011762,0.0
"[520, 386, 567, 430]",2.0,car,2025-05-06__20_31_53_684151,./bbox_images\2.0_2025-05-06__20_31_53_684151.jpg,0.7353194355964661,1.0690553677798935,0.0
"[440, 482, 531, 559]",3.0,car,2025-05-06__20_31_53_685764,./bbox_images\3.0_2025-05-06__20_31_53_685764.jpg,0.7193563580513,1.3265835841149165,0.0
"[987, 197, 1277, 287]",4.0,train,2025-05-06__20_31_53_687362,./bbox_images\4.0_2025-05-06__20_31_53_687362.jpg,0.6099696159362793,0.0056462715047519,0.0
"[460, 337, 511, 386]",5.0,car,2025-05-06__20_31_53_689410,./bbox_images\5.0_2025-05-06__20_31_53_689410.jpg,0.6282852292060852,0.6884839844655323,0.0
"[556, 329, 589, 359]",6.0,car,2025-05-06__20_31_53_690417,./bbox_images\6.0_2025-05-06__20_31_53_690417.jpg,0.4505561590194702,0.7155747519540168,0.0
"[416, 292, 487, 354]",7.0,bus,2025-05-06__20_31_53_692349,./bbox_images\7.0_2025-05-06__20_31_53_692349.jpg,0.4632703065872192,1.3013904893809998,0.0
"[216, 397, 321, 487]",8.0,truck,2025-05-06__20_31_53_693403,./bbox_images\8.0_2025-05-06__20_31_53_693403.jpg,0.5431104898452759,0.9240670131509866,0.0
"[677, 299, 704, 321]",11.0,car,2025-05-06__20_31_53_695389,./bbox_images\11.0_2025-05-06__20_31_53_695389.jpg,0.3822403848171234,2.2642309945967742,1.0
"[38, 653, 230, 719]",16.0,car,2025-05-06__20_31_53_696338,./bbox_images\16.0_2025-05-06__20_31_53_696338.jpg,0.6519184708595276,0.7201734160218886,0.0
"[321, 452, 416, 517]",1.0,car,2025-05-06__20_31_54_101304,./bbox_images\1.0_2025-05-06__20_31_54_101304.jpg,0.8109207153320312,0.8261202042679885,0.0
"[521, 384, 568, 427]",2.0,car,2025-05-06__20_31_54_103342,./bbox_images\2.0_2025-05-06__20_31_54_103342.jpg,0.7574920058250427,1.056720456909071,0.0
"[443, 479, 530, 552]",3.0,car,2025-05-06__20_31_54_105244,./bbox_images\3.0_2025-05-06__20_31_54_105244.jpg,0.818463146686554,1.256389601842573,0.0
"[987, 197, 1277, 287]",4.0,train,2025-05-06__20_31_54_106415,./bbox_images\4.0_2025-05-06__20_31_54_106415.jpg,0.6087096929550171,0.0056462715047519,0.0
"[462, 336, 510, 384]",5.0,car,2025-05-06__20_31_54_108312,./bbox_images\5.0_2025-05-06__20_31_54_108312.jpg,0.4580497741699219,0.6509558777010643,0.0
"[556, 328, 589, 358]",6.0,car,2025-05-06__20_31_54_110231,./bbox_images\6.0_2025-05-06__20_31_54_110231.jpg,0.4544596970081329,0.7016093170901764,0.0
"[418, 292, 487, 353]",7.0,bus,2025-05-06__20_31_54_111306,./bbox_images\7.0_2025-05-06__20_31_54_111306.jpg,0.4655567407608032,1.2768252149678914,0.0
"[222, 397, 322, 483]",8.0,truck,2025-05-06__20_31_54_113223,./bbox_images\8.0_2025-05-06__20_31_54_113223.jpg,0.4689690172672272,0.2168620184667369,0.0
"[677, 300, 705, 324]",11.0,car,2025-05-06__20_31_54_114671,./bbox_images\11.0_2025-05-06__20_31_54_114671.jpg,0.4156704246997833,2.742994019371368,1.0
"[41, 645, 243, 719]",16.0,car,2025-05-06__20_31_54_116623,./bbox_images\16.0_2025-05-06__20_31_54_116623.jpg,0.7227054834365845,0.7106481667988257,0.0
"[0, 621, 46, 701]",18.0,car,2025-05-06__20_31_54_118286,./bbox_images\18.0_2025-05-06__20_31_54_118286.jpg,0.4983829855918884,0.6295600392657402,0.0
"[221, 397, 322, 484]",19.0,bus,2025-05-06__20_31_54_119383,./bbox_images\19.0_2025-05-06__20_31_54_119383.jpg,0.3350310027599334,0.2339299354940703,0.0
"[328, 447, 418, 511]",1.0,car,2025-05-06__20_31_54_528113,./bbox_images\1.0_2025-05-06__20_31_54_528113.jpg,0.8119961619377136,0.8119368139526766,0.0
"[523, 383, 570, 423]",2.0,car,2025-05-06__20_31_54_530520,./bbox_images\2.0_2025-05-06__20_31_54_530520.jpg,0.7943540811538696,1.06310717193163,0.0
"[448, 472, 530, 545]",3.0,car,2025-05-06__20_31_54_532103,./bbox_images\3.0_2025-05-06__20_31_54_532103.jpg,0.8235217928886414,1.2020714541887685,0.0
"[987, 197, 1277, 287]",4.0,train,2025-05-06__20_31_54_533177,./bbox_images\4.0_2025-05-06__20_31_54_533177.jpg,0.6011040806770325,0.0056462715047519,0.0
"[464, 335, 512, 381]",5.0,car,2025-05-06__20_31_54_535376,./bbox_images\5.0_2025-05-06__20_31_54_535376.jpg,0.5289456844329834,0.6407925688799642,0.0
"[557, 328, 591, 356]",6.0,car,2025-05-06__20_31_54_537133,./bbox_images\6.0_2025-05-06__20_31_54_537133.jpg,0.4228844046592712,0.7140647926877665,0.0
"[419, 292, 489, 351]",7.0,bus,2025-05-06__20_31_54_538249,./bbox_images\7.0_2025-05-06__20_31_54_538249.jpg,0.3930769264698028,1.2681521895490724,0.0
"[228, 395, 329, 480]",8.0,truck,2025-05-06__20_31_54_540104,./bbox_images\8.0_2025-05-06__20_31_54_540104.jpg,0.4699528217315674,0.8831941137253808,0.0
"[678, 302, 706, 326]",11.0,car,2025-05-06__20_31_54_541142,./bbox_images\11.0_2025-05-06__20_31_54_541142.jpg,0.477870374917984,3.1524596822507327,1.0
"[54, 635, 255, 719]",16.0,car,2025-05-06__20_31_54_543171,./bbox_images\16.0_2025-05-06__20_31_54_543171.jpg,0.7508962750434875,0.7142282798454269,0.0
"[0, 613, 61, 701]",18.0,car,2025-05-06__20_31_54_544071,./bbox_images\18.0_2025-05-06__20_31_54_544071.jpg,0.5097246766090393,0.6026559077499039,0.0
"[335, 442, 424, 503]",1.0,car,2025-05-06__20_31_54_952978,./bbox_images\1.0_2025-05-06__20_31_54_952978.jpg,0.8220893740653992,0.8283138237391747,0.0
"[526, 379, 570, 419]",2.0,car,2025-05-06__20_31_54_955475,./bbox_images\2.0_2025-05-06__20_31_54_955475.jpg,0.7665395140647888,0.9966332446090967,0.0
"[451, 467, 533, 537]",3.0,car,2025-05-06__20_31_54_956966,./bbox_images\3.0_2025-05-06__20_31_54_956966.jpg,0.735175609588623,1.1940274660677257,0.0
"[988, 197, 1277, 288]",4.0,train,2025-05-06__20_31_54_958007,./bbox_images\4.0_2025-05-06__20_31_54_958007.jpg,0.5970640182495117,0.0001460333906412,0.0
"[467, 334, 515, 379]",5.0,car,2025-05-06__20_31_54_959958,./bbox_images\5.0_2025-05-06__20_31_54_959958.jpg,0.6681087613105774,0.6477289763311711,0.0
"[557, 326, 591, 354]",6.0,car,2025-05-06__20_31_54_961465,./bbox_images\6.0_2025-05-06__20_31_54_961465.jpg,0.4313884973526001,0.6806091264036368,0.0
"[423, 292, 491, 351]",7.0,bus,2025-05-06__20_31_54_962951,./bbox_images\7.0_2025-05-06__20_31_54_962951.jpg,0.4305372238159179,1.1903321299499643,0.0
"[236, 391, 333, 476]",8.0,bus,2025-05-06__20_31_54_964945,./bbox_images\8.0_2025-05-06__20_31_54_964945.jpg,0.3920274078845978,0.8934612607962156,0.0
"[678, 305, 708, 329]",11.0,car,2025-05-06__20_31_54_966939,./bbox_images\11.0_2025-05-06__20_31_54_966939.jpg,0.5556578636169434,3.7016712886384417,1.0
"[62, 619, 270, 718]",16.0,car,2025-05-06__20_31_54_968935,./bbox_images\16.0_2025-05-06__20_31_54_968935.jpg,0.8603233695030212,0.679753019809172,0.0
"[0, 600, 80, 700]",18.0,car,2025-05-06__20_31_54_970930,./bbox_images\18.0_2025-05-06__20_31_54_970930.jpg,0.6735937595367432,0.5203662989176471,0.0
"[338, 439, 427, 499]",1.0,car,2025-05-06__20_31_55_349915,./bbox_images\1.0_2025-05-06__20_31_55_349915.jpg,0.788007378578186,0.8326534866786656,0.0
"[526, 376, 572, 417]",2.0,car,2025-05-06__20_31_55_351172,./bbox_images\2.0_2025-05-06__20_31_55_351172.jpg,0.725066065788269,1.0188796625605498,0.0
"[455, 463, 534, 532]",3.0,car,2025-05-06__20_31_55_352970,./bbox_images\3.0_2025-05-06__20_31_55_352970.jpg,0.7611072063446045,1.1657037050123809,0.0
"[988, 197, 1277, 289]",4.0,train,2025-05-06__20_31_55_354902,./bbox_images\4.0_2025-05-06__20_31_55_354902.jpg,0.6039137840270996,0.0005851642561656,0.0
"[469, 333, 517, 376]",5.0,car,2025-05-06__20_31_55_355899,./bbox_images\5.0_2025-05-06__20_31_55_355899.jpg,0.4579385817050934,0.6311751784942259,0.0
"[557, 325, 592, 352]",6.0,car,2025-05-06__20_31_55_357945,./bbox_images\6.0_2025-05-06__20_31_55_357945.jpg,0.4698301553726196,0.679932898853422,0.0
"[424, 292, 493, 350]",7.0,bus,2025-05-06__20_31_55_359377,./bbox_images\7.0_2025-05-06__20_31_55_359377.jpg,0.4762776494026184,1.1731844931665207,0.0
"[241, 389, 337, 471]",8.0,bus,2025-05-06__20_31_55_360897,./bbox_images\8.0_2025-05-06__20_31_55_360897.jpg,0.3888122141361236,0.225108016196025,0.0
"[679, 308, 710, 332]",11.0,car,2025-05-06__20_31_55_362478,./bbox_images\11.0_2025-05-06__20_31_55_362478.jpg,0.638127326965332,4.197062357155475,1.0
"[69, 608, 280, 717]",16.0,car,2025-05-06__20_31_55_363924,./bbox_images\16.0_2025-05-06__20_31_55_363924.jpg,0.7548795938491821,0.6639955108402457,0.0
"[0, 592, 92, 706]",18.0,car,2025-05-06__20_31_55_365934,./bbox_images\18.0_2025-05-06__20_31_55_365934.jpg,0.6876587867736816,0.5042012763795731,0.0
"[240, 390, 336, 472]",24.0,truck,2025-05-06__20_31_55_366929,./bbox_images\24.0_2025-05-06__20_31_55_366929.jpg,0.3988256454467773,0.2147505860606516,0.0
"[344, 434, 430, 494]",1.0,car,2025-05-06__20_31_55_770790,./bbox_images\1.0_2025-05-06__20_31_55_770790.jpg,0.8383952975273132,0.8355772661119293,0.0
"[528, 374, 572, 414]",2.0,car,2025-05-06__20_31_55_772821,./bbox_images\2.0_2025-05-06__20_31_55_772821.jpg,0.6919477581977844,0.9806102118078288,0.0
"[459, 459, 537, 526]",3.0,car,2025-05-06__20_31_55_774151,./bbox_images\3.0_2025-05-06__20_31_55_774151.jpg,0.7571401000022888,1.1674845527889597,0.0
"[988, 197, 1277, 289]",4.0,train,2025-05-06__20_31_55_775776,./bbox_images\4.0_2025-05-06__20_31_55_775776.jpg,0.5903736352920532,0.0005851642561656,0.0
"[472, 331, 519, 372]",5.0,car,2025-05-06__20_31_55_776989,./bbox_images\5.0_2025-05-06__20_31_55_776989.jpg,0.4747075140476227,0.6026195307330545,0.0
"[557, 322, 592, 351]",6.0,car,2025-05-06__20_31_55_778768,./bbox_images\6.0_2025-05-06__20_31_55_778768.jpg,0.548662006855011,0.6695917479929974,0.0
"[427, 291, 494, 349]",7.0,bus,2025-05-06__20_31_55_779826,./bbox_images\7.0_2025-05-06__20_31_55_779826.jpg,0.4077569246292114,1.1524086572758514,0.0
"[246, 387, 341, 468]",8.0,truck,2025-05-06__20_31_55_781760,./bbox_images\8.0_2025-05-06__20_31_55_781760.jpg,0.4910851120948791,0.2325116277872913,0.0
"[681, 311, 711, 335]",11.0,car,2025-05-06__20_31_55_782757,./bbox_images\11.0_2025-05-06__20_31_55_782757.jpg,0.648294985294342,4.618216485470627,1.0
"[87, 595, 290, 717]",16.0,car,2025-05-06__20_31_55_784836,./bbox_images\16.0_2025-05-06__20_31_55_784836.jpg,0.819939136505127,0.6996237976268703,0.0
"[0, 584, 106, 700]",18.0,car,2025-05-06__20_31_55_786747,./bbox_images\18.0_2025-05-06__20_31_55_786747.jpg,0.7780295610427856,0.536710547627315,0.0
"[246, 388, 340, 469]",24.0,bus,2025-05-06__20_31_55_787978,./bbox_images\24.0_2025-05-06__20_31_55_787978.jpg,0.235403835773468,0.2073039966344402,0.0
"[350, 429, 434, 486]",1.0,car,2025-05-06__20_31_56_194656,./bbox_images\1.0_2025-05-06__20_31_56_194656.jpg,0.7857947945594788,0.8356007053343381,0.0
"[530, 372, 573, 411]",2.0,car,2025-05-06__20_31_56_197065,./bbox_images\2.0_2025-05-06__20_31_56_197065.jpg,0.751716673374176,0.9694451597057482,0.0
"[462, 454, 538, 519]",3.0,car,2025-05-06__20_31_56_198676,./bbox_images\3.0_2025-05-06__20_31_56_198676.jpg,0.7815263867378235,1.1357962514685704,0.0
"[988, 197, 1277, 288]",4.0,train,2025-05-06__20_31_56_199752,./bbox_images\4.0_2025-05-06__20_31_56_199752.jpg,0.6040598154067993,0.0001460333906412,0.0
"[474, 329, 520, 370]",5.0,car,2025-05-06__20_31_56_201720,./bbox_images\5.0_2025-05-06__20_31_56_201720.jpg,0.2956602573394775,0.5979263641475764,0.0
"[559, 320, 593, 348]",6.0,car,2025-05-06__20_31_56_203633,./bbox_images\6.0_2025-05-06__20_31_56_203633.jpg,0.6180983781814575,0.6459107651798345,0.0
"[430, 290, 496, 346]",7.0,bus,2025-05-06__20_31_56_204746,./bbox_images\7.0_2025-05-06__20_31_56_204746.jpg,0.5196918845176697,1.1422488863832247,0.0
"[253, 385, 345, 464]",8.0,bus,2025-05-06__20_31_56_206198,./bbox_images\8.0_2025-05-06__20_31_56_206198.jpg,0.4125383794307709,0.9184289635837016,0.0
"[683, 313, 715, 339]",11.0,car,2025-05-06__20_31_56_207770,./bbox_images\11.0_2025-05-06__20_31_56_207770.jpg,0.6138368844985962,4.895279785310303,1.0
"[120, 582, 304, 712]",16.0,car,2025-05-06__20_31_56_209694,./bbox_images\16.0_2025-05-06__20_31_56_209694.jpg,0.8297587037086487,0.7841018380821766,0.0
"[0, 573, 120, 685]",18.0,car,2025-05-06__20_31_56_210859,./bbox_images\18.0_2025-05-06__20_31_56_210859.jpg,0.8259262442588806,0.6594368087509301,0.0
"[302, 683, 434, 719]",26.0,car,2025-05-06__20_31_56_212608,./bbox_images\26.0_2025-05-06__20_31_56_212608.jpg,0.7076320648193359,1.423901117704688,0.0
"[713, 291, 737, 311]",27.0,car,2025-05-06__20_31_56_213735,./bbox_images\27.0_2025-05-06__20_31_56_213735.jpg,0.4211229681968689,5.017279837746246,1.0
"[354, 427, 436, 483]",1.0,car,2025-05-06__20_31_56_598577,./bbox_images\1.0_2025-05-06__20_31_56_598577.jpg,0.7672024369239807,0.8489799807189472,0.0
"[532, 371, 573, 408]",2.0,car,2025-05-06__20_31_56_601568,./bbox_images\2.0_2025-05-06__20_31_56_601568.jpg,0.7959385514259338,0.9346438240515328,0.0
"[464, 450, 539, 517]",3.0,car,2025-05-06__20_31_56_602565,./bbox_images\3.0_2025-05-06__20_31_56_602565.jpg,0.788356602191925,1.1395113070917569,0.0
"[988, 197, 1277, 287]",4.0,train,2025-05-06__20_31_56_605557,./bbox_images\4.0_2025-05-06__20_31_56_605557.jpg,0.6043676733970642,7.382799193528044e-05,0.0
"[476, 328, 520, 369]",5.0,car,2025-05-06__20_31_56_607552,./bbox_images\5.0_2025-05-06__20_31_56_607552.jpg,0.37298184633255,0.6004207641947352,0.0
"[560, 320, 593, 347]",6.0,car,2025-05-06__20_31_56_609547,./bbox_images\6.0_2025-05-06__20_31_56_609547.jpg,0.6097025871276855,0.6238914354629181,0.0
"[432, 289, 496, 345]",7.0,bus,2025-05-06__20_31_56_611542,./bbox_images\7.0_2025-05-06__20_31_56_611542.jpg,0.5031680464744568,1.1424637923948853,0.0
"[257, 385, 347, 463]",8.0,bus,2025-05-06__20_31_56_612539,./bbox_images\8.0_2025-05-06__20_31_56_612539.jpg,0.5949453115463257,0.8975343806322629,0.0
"[682, 317, 718, 343]",11.0,car,2025-05-06__20_31_56_614534,./bbox_images\11.0_2025-05-06__20_31_56_614534.jpg,0.6179460883140564,5.017279837746246,1.0
"[136, 575, 313, 703]",16.0,car,2025-05-06__20_31_56_616528,./bbox_images\16.0_2025-05-06__20_31_56_616528.jpg,0.8479012250900269,0.7947425544308342,0.0
"[0, 567, 130, 676]",18.0,car,2025-05-06__20_31_56_618869,./bbox_images\18.0_2025-05-06__20_31_56_618869.jpg,0.835807204246521,0.6696153573632538,0.0
"[303, 672, 442, 720]",26.0,car,2025-05-06__20_31_56_620517,./bbox_images\26.0_2025-05-06__20_31_56_620517.jpg,0.738095223903656,1.436930986432218,0.0
"[716, 294, 738, 313]",27.0,car,2025-05-06__20_31_56_622592,./bbox_images\27.0_2025-05-06__20_31_56_622592.jpg,0.3211180865764618,5.017279837746247,1.0
"[364, 423, 435, 477]",1.0,car,2025-05-06__20_31_57_034416,./bbox_images\1.0_2025-05-06__20_31_57_034416.jpg,0.718948483467102,0.826157207469915,0.0
"[534, 369, 574, 404]",2.0,car,2025-05-06__20_31_57_036520,./bbox_images\2.0_2025-05-06__20_31_57_036520.jpg,0.744434118270874,0.9176169576733972,0.0
"[467, 446, 540, 510]",3.0,car,2025-05-06__20_31_57_038807,./bbox_images\3.0_2025-05-06__20_31_57_038807.jpg,0.7848067879676819,1.117742840352614,0.0
"[988, 197, 1277, 287]",4.0,train,2025-05-06__20_31_57_040394,./bbox_images\4.0_2025-05-06__20_31_57_040394.jpg,0.6022834181785583,7.382799193528044e-05,0.0
"[479, 328, 522, 367]",5.0,car,2025-05-06__20_31_57_042391,./bbox_images\5.0_2025-05-06__20_31_57_042391.jpg,0.2923023402690887,0.6226930396349111,0.0
"[561, 318, 594, 345]",6.0,car,2025-05-06__20_31_57_044308,./bbox_images\6.0_2025-05-06__20_31_57_044308.jpg,0.4195168912410736,0.6283957334594694,0.0
"[435, 288, 497, 344]",7.0,bus,2025-05-06__20_31_57_045408,./bbox_images\7.0_2025-05-06__20_31_57_045408.jpg,0.573560893535614,1.1302376206592364,0.0
"[264, 382, 352, 458]",8.0,bus,2025-05-06__20_31_57_047494,./bbox_images\8.0_2025-05-06__20_31_57_047494.jpg,0.6181567907333374,0.9337504413581856,0.0
"[684, 318, 719, 345]",11.0,car,2025-05-06__20_31_57_048655,./bbox_images\11.0_2025-05-06__20_31_57_048655.jpg,0.6453320384025574,5.017279837746246,1.0
"[154, 563, 322, 685]",16.0,car,2025-05-06__20_31_57_050395,./bbox_images\16.0_2025-05-06__20_31_57_050395.jpg,0.8073936104774475,0.7939641866442063,0.0
"[0, 557, 141, 660]",18.0,car,2025-05-06__20_31_57_051618,./bbox_images\18.0_2025-05-06__20_31_57_051618.jpg,0.8017021417617798,0.7018336515555778,0.0
"[305, 658, 447, 719]",26.0,car,2025-05-06__20_31_57_053382,./bbox_images\26.0_2025-05-06__20_31_57_053382.jpg,0.787133514881134,1.38510460361777,0.0
"[718, 297, 740, 316]",27.0,car,2025-05-06__20_31_57_055182,./bbox_images\27.0_2025-05-06__20_31_57_055182.jpg,0.2546141147613525,5.017279837746247,1.0
"[369, 417, 442, 471]",1.0,car,2025-05-06__20_31_57_468249,./bbox_images\1.0_2025-05-06__20_31_57_468249.jpg,0.7759494781494141,0.8735805143533217,0.0
"[536, 365, 576, 402]",2.0,car,2025-05-06__20_31_57_470409,./bbox_images\2.0_2025-05-06__20_31_57_470409.jpg,0.7048377990722656,0.9550279464864052,0.0
"[471, 442, 541, 503]",3.0,car,2025-05-06__20_31_57_472285,./bbox_images\3.0_2025-05-06__20_31_57_472285.jpg,0.713922917842865,1.096587441297202,0.0
"[988, 197, 1277, 287]",4.0,train,2025-05-06__20_31_57_473582,./bbox_images\4.0_2025-05-06__20_31_57_473582.jpg,0.5930982232093811,7.382799193528044e-05,0.0
"[480, 326, 524, 365]",5.0,car,2025-05-06__20_31_57_475409,./bbox_images\5.0_2025-05-06__20_31_57_475409.jpg,0.3863807916641235,0.5481672874153265,0.0
"[561, 318, 594, 345]",6.0,car,2025-05-06__20_31_57_476243,./bbox_images\6.0_2025-05-06__20_31_57_476243.jpg,0.4938263297080993,0.6283957334594694,0.0
"[436, 288, 499, 343]",7.0,truck,2025-05-06__20_31_57_478223,./bbox_images\7.0_2025-05-06__20_31_57_478223.jpg,0.5228617787361145,0.4684129886749825,0.0
"[270, 380, 356, 455]",8.0,bus,2025-05-06__20_31_57_479694,./bbox_images\8.0_2025-05-06__20_31_57_479694.jpg,0.5138962268829346,0.2539880790055221,0.0
"[686, 320, 720, 350]",11.0,car,2025-05-06__20_31_57_481214,./bbox_images\11.0_2025-05-06__20_31_57_481214.jpg,0.6739057898521423,5.017279837746246,1.0
"[174, 553, 331, 665]",16.0,car,2025-05-06__20_31_57_483211,./bbox_images\16.0_2025-05-06__20_31_57_483211.jpg,0.8229086995124817,0.7993381657907594,0.0
"[0, 548, 153, 647]",18.0,car,2025-05-06__20_31_57_484866,./bbox_images\18.0_2025-05-06__20_31_57_484866.jpg,0.7959803938865662,0.7379674940773259,0.0
"[309, 642, 454, 719]",26.0,car,2025-05-06__20_31_57_486279,./bbox_images\26.0_2025-05-06__20_31_57_486279.jpg,0.6686907410621643,1.3991946812823188,0.0
"[720, 298, 744, 317]",27.0,car,2025-05-06__20_31_57_487580,./bbox_images\27.0_2025-05-06__20_31_57_487580.jpg,0.1661355644464492,5.017279837746246,1.0
"[436, 289, 499, 342]",31.0,bus,2025-05-06__20_31_57_489213,./bbox_images\31.0_2025-05-06__20_31_57_489213.jpg,0.4217241704463959,0.4361581965626842,0.0
"[269, 380, 357, 455]",32.0,truck,2025-05-06__20_31_57_490670,./bbox_images\32.0_2025-05-06__20_31_57_490670.jpg,0.335006982088089,0.2730791812355195,0.0
"[373, 413, 444, 468]",1.0,car,2025-05-06__20_31_57_897360,./bbox_images\1.0_2025-05-06__20_31_57_897360.jpg,0.732189416885376,0.8784449584326557,0.0
"[536, 363, 576, 400]",2.0,car,2025-05-06__20_31_57_899098,./bbox_images\2.0_2025-05-06__20_31_57_899098.jpg,0.6483065485954285,0.9345518566891178,0.0
"[474, 438, 544, 500]",3.0,car,2025-05-06__20_31_57_901238,./bbox_images\3.0_2025-05-06__20_31_57_901238.jpg,0.7441922426223755,1.130738923215756,0.0
"[988, 197, 1278, 288]",4.0,train,2025-05-06__20_31_57_903475,./bbox_images\4.0_2025-05-06__20_31_57_903475.jpg,0.5927218198776245,0.0004316146894669,0.0
"[481, 324, 525, 365]",5.0,car,2025-05-06__20_31_57_905081,./bbox_images\5.0_2025-05-06__20_31_57_905081.jpg,0.368164986371994,0.5619781749992389,0.0
